synthetic_person_id,source_entity,source_customer_id,tier,activity_factor,pay_sensitivity,seasonal_sensitivity,night_preference,geo_stability,lifecycle_state,scenario_id,severity,difficulty,burst_window_count
P01086,sikacredit,SC-C000385,Moderate,1.050389,1.155379,1.026831,0.33668,0.791976,ACTIVE,,,,0
P00662,sikacredit,SC-C000386,Moderate,1.239372,0.816745,0.988933,0.954543,0.765404,ACTIVE,,,,0
P02919,sikacredit,SC-C000387,Low,0.786173,1.13692,0.826037,0.039579,0.881008,ACTIVE,,,,0
P00686,sikacredit,SC-C000388,Very High,0.804913,0.772499,1.090217,0.414945,0.945954,ACTIVE,,,,0
P00566,sikacredit,SC-C000389,Moderate,0.703707,0.856852,0.808114,0.831184,0.823929,ACTIVE,,,,0
P02620,sikacredit,SC-C000390,Moderate,1.292785,0.838595,1.195753,0.296255,0.973167,ACTIVE,,,,0
P00947,sikacredit,SC-C000391,High,1.072606,0.781926,1.116511,0.275268,0.81432,ACTIVE,,,,0
P00318,sikacredit,SC-C000392,Moderate,0.687373,0.952202,0.814292,0.662712,0.777122,ACTIVE,,,,0
P00416,sikacredit,SC-C000393,Low,1.15507,0.949434,0.82982,0.69985,0.844096,ACTIVE,,,,0
P02076,sikacredit,SC-C000394,Very Low,0.951761,1.142539,0.862137,0.536989,0.918866,ACTIVE,,,,0
P00927,sikacredit,SC-C000395,Low,1.142733,0.843779,1.109316,0.8998,0.803214,ACTIVE,,,,0
P01304,sikacredit,SC-C000396,Moderate,0.934925,0.966111,1.027391,0.564149,0.961942,ACTIVE,,,,0
P00868,sikacredit,SC-C000397,Low,0.858472,0.954533,1.143551,0.533671,0.787335,ACTIVE,,,,0
P02770,sikacredit,SC-C000398,Low,0.762505,1.013602,1.185629,0.522052,0.855172,ACTIVE,S06,High,Contextual,0
P01019,sikacredit,SC-C000399,Very Low,1.060369,1.114326,0.836555,0.786281,0.858293,ACTIVE,,,,0
P02312,sikacredit,SC-C000400,Moderate,0.902362,1.068313,1.124305,0.313079,0.969245,ACTIVE,,,,0
P01663,sikacredit,SC-C000401,Low,1.238942,1.247739,1.109417,0.017672,0.770933,ACTIVE,,,,0
P02224,sikacredit,SC-C000402,Low,0.782679,0.954876,1.163199,0.646335,0.950846,ACTIVE,,,,0
P01943,sikacredit,SC-C000403,Low,0.875551,1.040885,0.820714,0.292519,0.825316,ACTIVE,,,,0
P01822,sikacredit,SC-C000404,Moderate,1.228412,0.793137,1.149316,0.373183,0.963953,ACTIVE,,,,0
P01870,sikacredit,SC-C000405,High,0.874396,1.068569,1.107172,0.653019,0.999979,ACTIVE,,,,0
P01502,sikacredit,SC-C000406,High,0.903104,1.15628,1.151239,0.154196,0.799578,ACTIVE,,,,0
P00372,sikacredit,SC-C000407,Moderate,0.895068,0.848767,0.942127,0.548112,0.989418,ACTIVE,,,,0
P00316,sikacredit,SC-C000408,High,1.387494,0.925217,1.104225,0.838482,0.791742,ACTIVE,,,,0
P00880,sikacredit,SC-C000409,Low,0.943305,0.849138,1.113495,0.302402,0.987481,ACTIVE,,,,0
P01229,sikacredit,SC-C000410,Low,1.303168,1.14552,0.943162,0.876005,0.807268,ACTIVE,,,,0
P01253,sikacredit,SC-C000411,Low,1.133645,0.853177,1.001738,0.298853,0.996289,ACTIVE,,,,0
P01640,sikacredit,SC-C000412,Low,0.823851,1.209656,1.168506,0.978846,0.97238,ACTIVE,,,,0
P01036,sikacredit,SC-C000413,Low,0.681922,0.875209,0.960845,0.230761,0.977975,ACTIVE,,,,0
P01814,sikacredit,SC-C000414,High,0.924741,0.885839,0.834297,0.64136,0.838282,ACTIVE,,,,0
P02655,sikacredit,SC-C000415,High,1.067285,0.800953,1.152609,0.514436,0.972443,ACTIVE,,,,0
P00502,sikacredit,SC-C000416,Moderate,1.134231,0.834286,1.14827,0.946883,0.797464,ACTIVE,,,,0
P02440,sikacredit,SC-C000417,Very Low,0.965373,0.895515,1.150016,0.875804,0.926358,ACTIVE,,,,0
P00147,sikacredit,SC-C000418,High,0.741179,0.777964,1.136185,0.482986,0.999221,ACTIVE,,,,0
P00789,sikacredit,SC-C000419,Moderate,0.952959,1.038522,0.99913,0.625269,0.954932,ACTIVE,,,,0
P01667,sikacredit,SC-C000420,Very Low,1.20835,1.132323,1.04065,0.329888,0.756931,ACTIVE,,,,0
P00697,sikacredit,SC-C000421,Moderate,1.033048,0.848719,1.107,0.890024,0.914095,ACTIVE,,,,0
P02502,sikacredit,SC-C000422,Moderate,0.804293,1.106593,0.886864,0.311231,0.81192,ACTIVE,,,,0
P00337,sikacredit,SC-C000423,Very Low,0.973449,1.147457,1.072557,0.739545,0.833692,ACTIVE,,,,0
P00239,sikacredit,SC-C000424,Low,0.60286,0.901336,0.952417,0.109709,0.938462,ACTIVE,,,,0
P02718,sikacredit,SC-C000425,Moderate,1.03009,1.130647,1.19726,0.753415,0.870062,ACTIVE,,,,0
P02929,sikacredit,SC-C000426,High,1.068767,0.99123,1.196229,0.931778,0.866537,ACTIVE,,,,0
P00413,sikacredit,SC-C000427,Very High,0.679134,0.968539,1.091105,0.667207,0.961203,ACTIVE,,,,0
P00687,sikacredit,SC-C000428,Low,1.02656,0.788556,1.024946,0.144258,0.92203,ACTIVE,,,,0
P00450,sikacredit,SC-C000429,High,0.94095,0.96996,1.059984,0.821435,0.904282,ACTIVE,,,,0
P01040,sikacredit,SC-C000430,Moderate,0.767872,0.834127,1.068384,0.612191,0.823736,ACTIVE,,,,0
P02759,sikacredit,SC-C000431,Low,1.128412,0.845603,0.935719,0.295117,0.971021,ACTIVE,,,,0
P02755,sikacredit,SC-C000432,Low,0.652281,1.206402,0.842642,0.754353,0.85533,ACTIVE,,,,0
P02773,sikacredit,SC-C000433,Low,0.810794,1.013114,1.033921,0.797715,0.829839,ACTIVE,,,,0
P02904,sikacredit,SC-C000434,High,1.103832,0.780945,0.880844,0.711571,0.90769,ACTIVE,,,,0
P02037,sikacredit,SC-C000435,Very High,0.872781,0.795034,1.090826,0.744606,0.862695,ACTIVE,,,,0
P00520,sikacredit,SC-C000436,High,1.006161,0.854833,0.898651,0.552133,0.762672,ACTIVE,,,,0
P01003,sikacredit,SC-C000437,Low,1.150719,1.145371,0.952821,0.40434,0.88944,ACTIVE,,,,0
P02807,sikacredit,SC-C000438,High,1.890685,1.090551,0.987884,0.080772,0.991481,ACTIVE,,,,0
P00149,sikacredit,SC-C000439,Low,0.741579,0.791069,1.038888,0.073546,0.776045,ACTIVE,,,,0
P02138,sikacredit,SC-C000440,Moderate,0.882868,0.788224,1.19467,0.872454,0.806948,ACTIVE,,,,0
P03001,sikacredit,SC-C000441,Low,0.998695,0.852386,1.06235,0.922042,0.766197,ACTIVE,,,,0
P03002,sikacredit,SC-C000442,Moderate,0.88545,0.829213,1.067184,0.654766,0.755016,ACTIVE,,,,0
P03003,sikacredit,SC-C000443,Moderate,0.525788,1.060969,1.170434,0.641869,0.946529,ACTIVE,,,,0
P03004,sikacredit,SC-C000444,Very Low,0.494594,1.042659,1.103265,0.496189,0.786731,ACTIVE,,,,0
P03005,sikacredit,SC-C000445,Very Low,1.406131,0.934077,0.956896,0.298142,0.830784,ACTIVE,,,,0
P03006,sikacredit,SC-C000446,Low,1.471418,0.816365,0.878256,0.555353,0.994785,ACTIVE,,,,0
P03007,sikacredit,SC-C000447,Moderate,0.857314,1.096101,1.075778,0.707516,0.926043,ACTIVE,,,,0
P03008,sikacredit,SC-C000448,Moderate,1.571787,0.943944,1.015197,0.259946,0.987846,ACTIVE,,,,0
P03009,sikacredit,SC-C000449,High,0.79394,0.994904,0.827039,0.118306,0.971261,ACTIVE,,,,0
P03010,sikacredit,SC-C000450,Low,1.113808,0.803742,1.026601,0.94109,0.931938,ACTIVE,,,,0
P03011,sikacredit,SC-C000451,Low,1.010439,0.994461,0.826841,0.10367,0.914637,ACTIVE,,,,0
P03012,sikacredit,SC-C000452,Moderate,1.652398,0.834018,1.188112,0.477963,0.853838,ACTIVE,,,,0
P03013,sikacredit,SC-C000453,Moderate,0.984254,0.946092,0.903786,0.47202,0.76789,ACTIVE,,,,0
P03014,sikacredit,SC-C000454,Moderate,1.203889,0.789963,0.955892,0.574706,0.973789,ACTIVE,,,,0
P03015,sikacredit,SC-C000455,Low,1.139472,1.158653,0.816769,0.678325,0.801091,ACTIVE,,,,0
P03016,sikacredit,SC-C000456,Very High,1.500686,1.083282,1.074327,0.551861,0.830711,ACTIVE,,,,0
P03017,sikacredit,SC-C000457,Very Low,1.83304,1.148035,0.914417,0.139047,0.817228,ACTIVE,,,,0
P03018,sikacredit,SC-C000458,High,0.786273,0.977715,1.063368,0.84888,0.901516,ACTIVE,,,,0
P03019,sikacredit,SC-C000459,Moderate,0.600468,1.205317,1.094882,0.130129,0.859729,ACTIVE,S13,Medium,Contextual,0
P03020,sikacredit,SC-C000460,Very High,0.964537,0.879973,1.157828,0.039307,0.936891,ACTIVE,,,,0
P03021,sikacredit,SC-C000461,High,0.952332,0.768456,1.17166,0.860016,0.938482,ACTIVE,,,,0
P03022,sikacredit,SC-C000462,High,1.22457,1.001228,0.840041,0.013274,0.816707,ACTIVE,,,,0
P03023,sikacredit,SC-C000463,Low,1.425507,1.164338,0.806052,0.051894,0.785337,ACTIVE,,,,0
P03024,sikacredit,SC-C000464,Moderate,0.73827,1.221661,1.104366,0.544834,0.841238,ACTIVE,,,,0
P03025,sikacredit,SC-C000465,Low,0.811935,0.937392,1.110348,0.593496,0.890417,ACTIVE,,,,0
P03026,sikacredit,SC-C000466,Moderate,0.913445,0.881847,0.818801,0.92593,0.830646,ACTIVE,,,,0
P03027,sikacredit,SC-C000467,Moderate,0.7324,1.133266,1.141174,0.772171,0.965891,ACTIVE,,,,0
P03028,sikacredit,SC-C000468,Very Low,0.60035,1.167287,1.138269,0.931767,0.92565,ACTIVE,,,,0
P03029,sikacredit,SC-C000469,High,1.076108,0.792993,1.195298,0.029552,0.949582,ACTIVE,,,,0
P03030,sikacredit,SC-C000470,Moderate,0.919533,0.920376,0.849513,0.942322,0.838168,ACTIVE,,,,0
P03031,sikacredit,SC-C000471,Moderate,0.995912,1.182854,0.973617,0.095176,0.767497,ACTIVE,,,,0
P03032,sikacredit,SC-C000472,Moderate,0.80794,1.132636,1.003617,0.709656,0.802702,ACTIVE,,,,0
P03033,sikacredit,SC-C000473,Moderate,0.721725,0.811638,1.158598,0.84865,0.921172,ACTIVE,,,,0
P03034,sikacredit,SC-C000474,Moderate,1.317348,1.227401,0.964359,0.17295,0.858863,ACTIVE,,,,0
P03035,sikacredit,SC-C000475,High,1.059475,1.177039,0.960829,0.776363,0.798994,ACTIVE,,,,0
P03036,sikacredit,SC-C000476,High,1.088468,0.87558,1.070973,0.645373,0.922299,ACTIVE,,,,0
P03037,sikacredit,SC-C000477,Very Low,0.865989,1.249031,1.065645,0.959516,0.884292,ACTIVE,,,,0
P03038,sikacredit,SC-C000478,Low,1.017846,1.162765,1.03743,0.354841,0.955757,ACTIVE,,,,0
P03039,sikacredit,SC-C000479,Moderate,0.943358,1.154505,1.033042,0.349413,0.923433,ACTIVE,,,,0
P03040,sikacredit,SC-C000480,Low,1.280606,0.7733,0.937052,0.244866,0.818432,ACTIVE,,,,0
P03041,sikacredit,SC-C000481,Low,0.750401,1.098026,1.117302,0.963361,0.96287,ACTIVE,,,,0
P03042,sikacredit,SC-C000482,Moderate,1.088873,0.771903,0.897886,0.235536,0.946378,ACTIVE,,,,0
P03043,sikacredit,SC-C000483,Low,0.657505,0.754251,1.124466,0.402403,0.80992,ACTIVE,,,,0
P03044,sikacredit,SC-C000484,Low,0.754938,0.817149,0.937618,0.570397,0.921981,ACTIVE,,,,0
P03045,sikacredit,SC-C000485,Very Low,0.992577,1.082171,1.046592,0.971053,0.875015,ACTIVE,,,,0
P03046,sikacredit,SC-C000486,High,1.344491,1.058078,1.091881,0.129757,0.997387,ACTIVE,,,,0
P03047,sikacredit,SC-C000487,Low,0.86077,1.012446,1.151976,0.23592,0.848582,ACTIVE,,,,0
P03048,sikacredit,SC-C000488,Low,0.998749,0.866388,0.836165,0.643467,0.809499,ACTIVE,,,,0
P03049,sikacredit,SC-C000489,Low,0.826606,1.050148,1.076127,0.595886,0.755977,ACTIVE,,,,0
P03050,sikacredit,SC-C000490,Low,0.977563,0.993948,1.148671,0.059733,0.831986,ACTIVE,,,,0
P03051,sikacredit,SC-C000491,Very Low,0.85601,0.879501,1.188985,0.27043,0.847052,ACTIVE,,,,0
P03052,sikacredit,SC-C000492,Low,1.146313,1.207755,0.944829,0.944589,0.915284,ACTIVE,,,,0
P03053,sikacredit,SC-C000493,Low,0.781013,1.060906,1.023381,0.259707,0.950373,ACTIVE,,,,0
P03054,sikacredit,SC-C000494,Low,1.16433,0.797727,1.180514,0.64434,0.928577,ACTIVE,,,,0
P03055,sikacredit,SC-C000495,Low,0.955824,1.164505,0.884223,0.621674,0.845522,ACTIVE,,,,0
P03056,sikacredit,SC-C000496,Moderate,1.279434,0.942525,0.838787,0.557025,0.944489,ACTIVE,,,,0
P03057,sikacredit,SC-C000497,Moderate,0.918793,0.764096,0.945988,0.674976,0.875223,ACTIVE,S06,Medium,Detectable,0
P03058,sikacredit,SC-C000498,Low,1.069484,1.181584,0.868095,0.565658,0.793183,ACTIVE,,,,0
P03059,sikacredit,SC-C000499,Moderate,0.754342,1.098493,1.071065,0.227421,0.765874,ACTIVE,,,,0
P03060,sikacredit,SC-C000500,High,1.010062,1.091133,1.086359,0.858808,0.996091,ACTIVE,,,,0
P03061,sikacredit,SC-C000501,Very Low,1.496497,0.895786,0.844004,0.768211,0.898468,ACTIVE,,,,0
P03062,sikacredit,SC-C000502,Very Low,0.993063,1.020372,1.072098,0.725672,0.926691,ACTIVE,,,,0
P03063,sikacredit,SC-C000503,High,1.266032,0.850647,1.194358,0.150022,0.760327,ACTIVE,,,,0
P03064,sikacredit,SC-C000504,High,0.817625,0.945817,0.985357,0.450325,0.946834,ACTIVE,,,,0
P03065,sikacredit,SC-C000505,Low,1.056003,0.887613,0.999144,0.741832,0.856918,ACTIVE,,,,0
P03066,sikacredit,SC-C000506,High,1.203716,0.953123,0.895465,0.405163,0.979045,ACTIVE,,,,0
P03067,sikacredit,SC-C000507,High,1.642493,1.045914,1.080857,0.316589,0.836217,ACTIVE,,,,0
P03068,sikacredit,SC-C000508,High,0.795556,1.083161,0.829081,0.817359,0.773697,ACTIVE,,,,0
P03069,sikacredit,SC-C000509,Moderate,0.725941,1.054913,1.014903,0.492487,0.908747,ACTIVE,,,,0
P03070,sikacredit,SC-C000510,Very Low,1.222695,1.104292,0.892477,0.542716,0.800005,ACTIVE,,,,0
P03071,sikacredit,SC-C000511,Moderate,1.465522,1.040615,1.134805,0.170913,0.845236,ACTIVE,,,,0
P03072,sikacredit,SC-C000512,Moderate,1.318995,1.169806,0.989405,0.781599,0.767159,ACTIVE,,,,0
P03073,sikacredit,SC-C000513,Moderate,0.88437,1.16337,0.923976,0.06371,0.833414,ACTIVE,,,,0
P03074,sikacredit,SC-C000514,Very High,1.125806,1.208075,0.800646,0.284032,0.849957,ACTIVE,,,,0
P03075,sikacredit,SC-C000515,Very High,0.756955,0.856906,1.088419,0.98482,0.752279,ACTIVE,,,,0
P03076,sikacredit,SC-C000516,Moderate,1.159844,0.846152,0.95043,0.558926,0.803466,ACTIVE,,,,0
P03077,sikacredit,SC-C000517,High,0.988053,0.985132,1.091639,0.373041,0.948379,ACTIVE,,,,0
P03078,sikacredit,SC-C000518,Very High,0.873409,1.229136,1.087459,0.064129,0.767945,ACTIVE,,,,0
P03079,sikacredit,SC-C000519,Moderate,1.089696,1.18191,1.197246,0.056135,0.853841,ACTIVE,,,,0
P03080,sikacredit,SC-C000520,Moderate,1.312494,0.982141,1.03434,0.709299,0.861364,ACTIVE,,,,0
P03081,sikacredit,SC-C000521,Moderate,1.006683,1.156438,1.074193,0.667974,0.813988,ACTIVE,,,,0
P03082,sikacredit,SC-C000522,Moderate,1.099231,1.133361,0.844381,0.277981,0.840095,ACTIVE,,,,0
P03083,sikacredit,SC-C000523,Moderate,1.140767,1.237849,1.038717,0.340705,0.782855,ACTIVE,,,,0
P03084,sikacredit,SC-C000524,High,0.923331,0.755467,1.184997,0.670849,0.784692,ACTIVE,,,,0
P03085,sikacredit,SC-C000525,High,1.067398,1.106599,1.18211,0.093482,0.767605,ACTIVE,,,,0
P03086,sikacredit,SC-C000526,High,1.289307,0.846979,0.933832,0.252434,0.762872,ACTIVE,,,,0
P03087,sikacredit,SC-C000527,Very Low,0.944713,0.830683,1.180523,0.095691,0.84084,ACTIVE,,,,0
P03088,sikacredit,SC-C000528,Low,0.743194,0.795788,0.816242,0.378257,0.927236,ACTIVE,,,,0
P03089,sikacredit,SC-C000529,Very Low,1.100608,0.929674,1.153253,0.083362,0.945571,ACTIVE,,,,0
P03090,sikacredit,SC-C000530,Very Low,1.176037,1.137993,0.945151,0.391845,0.909761,ACTIVE,,,,0
P03091,sikacredit,SC-C000531,Very Low,1.043307,1.147768,1.09476,0.026443,0.906652,ACTIVE,,,,0
P03092,sikacredit,SC-C000532,Very High,1.011213,0.975467,0.836464,0.180188,0.794079,ACTIVE,,,,0
P03093,sikacredit,SC-C000533,Low,1.244113,0.990693,1.08278,0.851142,0.821483,ACTIVE,,,,0
P03094,sikacredit,SC-C000534,Moderate,1.130953,1.15208,1.000602,0.659383,0.90727,ACTIVE,,,,0
P03095,sikacredit,SC-C000535,Low,0.916576,0.837454,1.154312,0.016555,0.994693,ACTIVE,,,,0
P03096,sikacredit,SC-C000536,Moderate,0.632117,0.79993,1.06316,0.485954,0.76259,ACTIVE,,,,0
P03097,sikacredit,SC-C000537,Moderate,1.532075,1.10116,0.943295,0.714253,0.988866,ACTIVE,,,,0
P03098,sikacredit,SC-C000538,Moderate,0.893789,0.861513,0.850955,0.56484,0.912804,ACTIVE,,,,0
P03099,sikacredit,SC-C000539,Low,0.990848,1.154427,0.800666,0.823722,0.889707,ACTIVE,,,,0
P03100,sikacredit,SC-C000540,Very Low,0.923945,0.816187,0.842561,0.86633,0.853102,ACTIVE,,,,0
P03101,sikacredit,SC-C000541,High,1.200273,0.907876,0.845965,0.698089,0.773745,ACTIVE,,,,0
P03102,sikacredit,SC-C000542,High,1.062703,0.883638,0.880134,0.315714,0.787692,ACTIVE,,,,0
P03103,sikacredit,SC-C000543,Low,0.881247,1.232293,1.126826,0.219556,0.937265,ACTIVE,,,,0
P03104,sikacredit,SC-C000544,Low,0.751821,0.923201,1.024765,0.588487,0.970038,ACTIVE,,,,0
P03105,sikacredit,SC-C000545,Moderate,0.669776,0.786948,1.104345,0.934778,0.811459,ACTIVE,,,,0
P03106,sikacredit,SC-C000546,Low,0.783731,1.188452,0.808796,0.97234,0.924958,ACTIVE,,,,0
P03107,sikacredit,SC-C000547,Moderate,1.122866,1.243423,1.036399,0.988525,0.940864,ACTIVE,,,,0
P03108,sikacredit,SC-C000548,Low,0.806731,0.858757,0.943269,0.033856,0.798292,ACTIVE,,,,0
P03109,sikacredit,SC-C000549,Moderate,0.980577,1.134587,0.993147,0.588478,0.861467,ACTIVE,,,,0
P03110,sikacredit,SC-C000550,Moderate,0.984717,0.936252,1.086822,0.772761,0.831977,ACTIVE,,,,0
P03111,sikacredit,SC-C000551,High,1.558368,1.070085,0.819843,0.53688,0.89879,ACTIVE,,,,0
P03112,sikacredit,SC-C000552,Moderate,1.166213,0.950369,0.910488,0.8787,0.879891,ACTIVE,,,,0
P03113,sikacredit,SC-C000553,Very Low,1.022466,1.047039,0.874591,0.280969,0.961097,ACTIVE,,,,0
P03114,sikacredit,SC-C000554,Moderate,0.994651,1.016789,1.168242,0.998552,0.893027,ACTIVE,,,,0
P03115,sikacredit,SC-C000555,Very High,1.356267,0.92346,1.003055,0.170056,0.944192,ACTIVE,,,,0
P03116,sikacredit,SC-C000556,Very High,0.926774,1.176471,0.85362,0.228413,0.767889,ACTIVE,,,,0
P03117,sikacredit,SC-C000557,Low,0.855256,0.885798,1.179226,0.881776,0.845612,ACTIVE,,,,0
P03118,sikacredit,SC-C000558,Moderate,1.23029,0.843063,1.003883,0.670317,0.91338,ACTIVE,,,,0
P03119,sikacredit,SC-C000559,High,0.824594,1.11206,1.008915,0.169341,0.784278,ACTIVE,,,,0
P03120,sikacredit,SC-C000560,Very High,0.942807,1.017216,0.858888,0.055074,0.90794,ACTIVE,,,,0
P03121,sikacredit,SC-C000561,Low,0.891701,0.910375,1.075764,0.064392,0.77485,ACTIVE,,,,0
P03122,sikacredit,SC-C000562,Low,1.093054,0.918528,0.901918,0.940358,0.895011,ACTIVE,,,,0
P03123,sikacredit,SC-C000563,Very Low,0.675307,0.852029,0.820431,0.537606,0.871628,ACTIVE,,,,0
P03124,sikacredit,SC-C000564,Low,1.070033,1.00955,1.100035,0.036139,0.847729,ACTIVE,,,,0
P03125,sikacredit,SC-C000565,Low,1.181281,0.996411,0.989858,0.592066,0.885962,ACTIVE,,,,0
P03126,sikacredit,SC-C000566,Moderate,0.992851,0.965172,0.865712,0.114928,0.821265,ACTIVE,,,,0
P03127,sikacredit,SC-C000567,High,1.039516,0.821344,0.836065,0.237229,0.98179,ACTIVE,,,,0
P03128,sikacredit,SC-C000568,Moderate,1.006991,0.9797,1.131516,0.243262,0.994948,ACTIVE,,,,0
P03129,sikacredit,SC-C000569,Low,1.071531,0.999728,1.167037,0.850855,0.993349,ACTIVE,,,,0
P03130,sikacredit,SC-C000570,Very High,1.262172,1.098926,0.871604,0.360445,0.910671,ACTIVE,,,,0
P03131,sikacredit,SC-C000571,Moderate,1.08967,1.113297,0.908559,0.375363,0.806859,ACTIVE,,,,0
P03132,sikacredit,SC-C000572,Very Low,0.899255,1.026774,0.803192,0.922991,0.977234,ACTIVE,,,,0
P03133,sikacredit,SC-C000573,Moderate,0.688656,0.928781,1.174372,0.008548,0.767354,ACTIVE,,,,0
P03134,sikacredit,SC-C000574,Low,1.144948,1.220196,0.828025,0.185001,0.947218,ACTIVE,,,,0
P03135,sikacredit,SC-C000575,Very Low,1.142608,0.887816,0.942291,0.580289,0.808102,ACTIVE,,,,0
P03136,sikacredit,SC-C000576,Very Low,0.924555,0.902761,0.916182,0.683669,0.779127,ACTIVE,,,,0
P03137,sikacredit,SC-C000577,Moderate,1.458836,1.169442,0.818033,0.193754,0.992012,ACTIVE,,,,0
P03138,sikacredit,SC-C000578,Moderate,0.991481,0.8145,0.957651,0.292088,0.883548,ACTIVE,,,,0
P03139,sikacredit,SC-C000579,High,1.024358,1.049488,0.856375,0.708525,0.942953,ACTIVE,,,,0
P03140,sikacredit,SC-C000580,Moderate,1.022309,0.899125,0.813191,0.17194,0.869062,ACTIVE,,,,0
P03141,sikacredit,SC-C000581,Very Low,0.960644,1.223989,0.888822,0.621629,0.763143,ACTIVE,,,,0
P03142,sikacredit,SC-C000582,Low,1.122507,1.103971,0.811236,0.047174,0.854695,ACTIVE,,,,0
P03143,sikacredit,SC-C000583,Low,0.85386,1.201664,1.108973,0.371229,0.894548,ACTIVE,,,,0
P03144,sikacredit,SC-C000584,Low,1.540977,1.014062,0.962087,0.629054,0.931362,ACTIVE,,,,0
P03145,sikacredit,SC-C000585,Very Low,1.06087,1.152782,1.108762,0.991767,0.810939,ACTIVE,,,,0
P03146,sikacredit,SC-C000586,Low,0.767534,0.995248,0.939756,0.38935,0.956738,ACTIVE,,,,0
P03147,sikacredit,SC-C000587,Very Low,0.839726,0.842218,1.163695,0.482621,0.844361,ACTIVE,,,,0
P03148,sikacredit,SC-C000588,Moderate,0.954025,0.884908,1.026232,0.610807,0.765237,ACTIVE,,,,0
P03149,sikacredit,SC-C000589,Moderate,0.731052,1.233412,0.94636,0.415409,0.983659,ACTIVE,,,,0
P03150,sikacredit,SC-C000590,Low,0.696802,1.235877,0.869855,0.294804,0.956357,ACTIVE,,,,0
P03151,sikacredit,SC-C000591,Moderate,1.157976,1.002471,0.818682,0.302117,0.785481,ACTIVE,,,,0
P03152,sikacredit,SC-C000592,Very Low,1.251891,1.059831,0.888226,0.558291,0.974642,ACTIVE,,,,0
P03153,sikacredit,SC-C000593,Low,1.178423,0.807548,0.810058,0.628579,0.93293,ACTIVE,,,,0
P03154,sikacredit,SC-C000594,Low,0.798891,0.887407,1.034089,0.916307,0.976245,ACTIVE,,,,0
P03155,sikacredit,SC-C000595,Moderate,0.719439,1.174891,1.065041,0.155838,0.999787,ACTIVE,,,,0
P03156,sikacredit,SC-C000596,Moderate,1.055721,1.006014,1.049604,0.918756,0.776209,ACTIVE,,,,0
P03157,sikacredit,SC-C000597,Moderate,1.499886,0.964283,0.979407,0.203798,0.75387,ACTIVE,,,,0
P03158,sikacredit,SC-C000598,Moderate,1.273936,0.831865,1.162813,0.676828,0.875979,ACTIVE,,,,0
P03159,sikacredit,SC-C000599,Low,1.024103,0.987729,0.995786,0.37542,0.871743,ACTIVE,,,,0
P03160,sikacredit,SC-C000600,Very Low,0.737252,0.981312,0.835597,0.653602,0.973867,ACTIVE,,,,0
P03161,sikacredit,SC-C000601,Moderate,0.793184,0.942251,1.177148,0.450767,0.851405,ACTIVE,,,,0
P03162,sikacredit,SC-C000602,Very High,1.215545,0.873516,0.942319,0.470921,0.973607,ACTIVE,,,,0
P03163,sikacredit,SC-C000603,Moderate,1.062298,0.91062,1.14704,0.072838,0.905344,ACTIVE,,,,0
P03164,sikacredit,SC-C000604,Very Low,1.106366,1.030097,0.824942,0.38819,0.807326,ACTIVE,,,,0
P03165,sikacredit,SC-C000605,Moderate,0.669146,1.09632,1.038594,0.058953,0.944905,ACTIVE,,,,0
P03166,sikacredit,SC-C000606,Moderate,1.495874,1.234157,0.975644,0.125965,0.880039,ACTIVE,,,,0
P03167,sikacredit,SC-C000607,Low,1.042139,0.816111,1.111315,0.694779,0.765252,ACTIVE,,,,0
P03168,sikacredit,SC-C000608,Moderate,0.738258,1.060654,1.187409,0.032615,0.843474,ACTIVE,,,,0
P03169,sikacredit,SC-C000609,Low,1.066716,1.199133,0.802718,0.367813,0.786137,ACTIVE,,,,0
P03170,sikacredit,SC-C000610,Moderate,1.160378,1.217955,1.138388,0.702727,0.841917,ACTIVE,,,,0
P03171,sikacredit,SC-C000611,Low,1.14226,1.110068,0.872915,0.96887,0.83849,ACTIVE,,,,0
P03172,sikacredit,SC-C000612,Low,0.569636,1.116949,1.01539,0.445744,0.871463,ACTIVE,,,,0
P03173,sikacredit,SC-C000613,Moderate,1.218091,0.829568,0.996517,0.708757,0.851371,ACTIVE,,,,0
P03174,sikacredit,SC-C000614,Moderate,1.389534,1.068947,0.818306,0.244783,0.781748,ACTIVE,,,,0
P03175,sikacredit,SC-C000615,High,1.035355,1.002523,0.880183,0.166413,0.798275,ACTIVE,,,,0
P03176,sikacredit,SC-C000616,Moderate,1.299785,1.190219,0.835436,0.529476,0.864771,ACTIVE,,,,0
P03177,sikacredit,SC-C000617,Very Low,0.840818,0.848217,0.818433,0.937154,0.778241,ACTIVE,,,,0
P03178,sikacredit,SC-C000618,Low,0.872654,1.173275,0.94792,0.656089,0.797794,ACTIVE,,,,0
P03179,sikacredit,SC-C000619,High,0.860858,0.999815,1.155904,0.27677,0.898661,ACTIVE,,,,0
P03180,sikacredit,SC-C000620,High,1.271992,0.832375,1.110802,0.05486,0.75866,ACTIVE,,,,0
P03181,sikacredit,SC-C000621,High,1.09036,0.991871,0.998176,0.352763,0.879349,ACTIVE,,,,0
P03182,sikacredit,SC-C000622,Moderate,1.485384,1.222848,1.098727,0.455362,0.944276,ACTIVE,,,,0
P03183,sikacredit,SC-C000623,Very Low,1.421919,1.103216,1.049314,0.766176,0.882201,ACTIVE,,,,0
P03184,sikacredit,SC-C000624,Very Low,0.926978,0.909514,0.869954,0.602676,0.84837,ACTIVE,,,,0
